replicate,lambda,logL,P
84,0.6379406008752083,718.9252925607373,6.763629908015803e-9
85,0.37499676363338436,742.8938524064044,2.199592664153752e-4
86,0.4063391688914491,697.7605273215011,2.4114156861453795e-5
87,0.5113058614213098,710.9632954514097,5.409579286066739e-6
88,0.43937455445055684,733.5857909709034,3.94424420824517e-5
89,0.34508110069294484,726.157678551913,1.434657852435406e-4
90,0.5908182706033253,721.5714231212128,1.1293086855881142e-5
91,0.34898084789696554,704.6090781245796,2.62519950984658e-4
92,0.5837685213143956,714.6214761078654,1.7630265736329512e-7
93,0.33296619147848056,714.5787646085141,6.18901434741254e-4
94,0.3833588854798754,740.0781776517142,3.973562370215248e-5
95,0.4784972586749731,729.5884477966215,3.875040999192487e-6
96,0.42690220820877345,674.8280350996515,1.3053472209965884e-4
97,0.259071802031039,697.9135295551573,0.003610391184951692
98,0.186672653408001,708.0475987415612,0.04096668696294086
99,0.5710750018844328,685.8979929368477,4.00943061019565e-5
100,0.3889779983878314,741.7800591420923,5.696738420606946e-5
