replicate,lambda,logL,P
78,0.8476262688142433,464.4196639378888,2.8476203442213045e-7
79,0.8629527246196751,424.50014549249795,7.839826897771e-11
80,0.8896553394405959,457.95677590090645,6.755201834851264e-15
81,0.8619194039456183,450.52798391079114,8.993841856684276e-9
82,0.8745232198338212,470.6431691198359,1.0596270323827889e-9
83,0.8603359364548868,432.17598948430077,9.431489416837032e-8
84,0.8098130357306185,434.1098011854142,1.4193928613200006e-4
85,0.8699041765683877,464.6962076924417,6.77547290182639e-9
86,0.8785756632642459,471.82297490819474,1.440882843536837e-10
87,0.7299749703586479,435.49327868044384,0.002602456943152989
88,0.8704632704264953,456.5147471498392,3.062785256041546e-9
89,0.8452054925060889,463.18136108565136,4.365714986110157e-7
90,0.8708398523439447,470.27138950863673,2.1598526084747542e-9
91,0.8553633759332524,458.9677971781384,2.6242458141666652e-8
92,0.897272628751655,447.5437394151056,5.736624803502714e-16
93,0.8878577876017246,459.2966120778947,4.593295646219996e-15
94,0.8708685416279488,475.89802609637513,2.621937260830174e-9
95,0.8626356527700051,471.41553482010636,1.5838392445163693e-8
96,0.8393631309217376,444.034013232332,3.072130193749726e-6
97,0.8506345382312953,465.94805274631335,1.5569305654461718e-7
98,0.8410206891908862,458.65613390941485,1.3138394909388199e-6
99,0.8701041052527779,446.5931967061417,1.4635583009733584e-12
100,0.8993343475607726,454.2470957153032,1.6601211791188843e-14
