step,Sim1,Sim2,Sim3,Sim4,Sim5,Sim6,Sim7,Sim8,Sim9,Sim10,Sim11,Sim12,Sim13,Sim14,Sim15,Sim16,Sim17,Sim18,Sim19,Sim20,Sim21,Sim22,Sim23,Sim24,Sim25,Sim26,Sim27,Sim28,Sim29,Sim30,Sim31,Sim32,Sim33,Sim34,Sim35,Sim36,Sim37,Sim38,Sim39,Sim40,Sim41,Sim42,Sim43,Sim44,Sim45,Sim46,Sim47,Sim48,Sim49,Sim50,Sim51,Sim52,Sim53,Sim54,Sim55,Sim56,Sim57,Sim58,Sim59,Sim60,Sim61,Sim62,Sim63,Sim64,Sim65,Sim66,Sim67,Sim68,Sim69,Sim70,Sim71,Sim72,Sim73,Sim74,Sim75,Sim76,Sim77,Sim78,Sim79,Sim80,Sim81,Sim82,Sim83,Sim84,Sim85,Sim86,Sim87,Sim88,Sim89,Sim90,Sim91,Sim92,Sim93,Sim94,Sim95,Sim96,Sim97,Sim98,Sim99
222,14426.419779,14541.120258,15793.238466,15718.917539,15025.447183,15155.355705,15509.891922,15625.691694,14290.65907,15488.683790000001,14422.999598,15468.453571,14191.747176,14332.025358,15934.27146,14367.39162,15335.813754,14557.595691,15240.140392,14920.231094,14367.973076,15280.468348,15355.443325,15305.253474,15202.012402,15065.689644,14589.992957,14377.922497,16031.067632,15654.650824,15157.051922,14681.891396,14794.107999,14699.283925,15389.6374,15018.411621,15681.332251,14977.501358,15509.133282,15274.742904,14527.791262,15033.412097,15736.138262,15272.458167,15030.862516,15174.98245,14032.369025,14651.319948,15100.979258,14942.233404,16134.512002,14861.047409,13810.248753,14597.258204,14363.789358,15261.693234,15268.089661,15082.047762,15218.043473,15307.965273,14975.913024,15836.179053,14137.320344,14281.41825,15397.464281,15498.91189,15109.052583,15180.344385,14753.949373,15206.873225,14228.545179,15005.250117,15650.740529,15313.013307,15180.057746,15459.966924,15129.591841,15738.033544,15349.701768,14914.563707,15598.148821,14904.684671,15520.497438,15091.558446000001,14600.053112,15224.917313,15360.228897,15578.550778,15830.686564,15791.398844,15736.21926,15162.987412,15403.035842,15072.666,13603.697538,14867.962884,14574.812819,15613.441424,14619.355376
223,14420.095595,14531.169606,15782.077106,15711.066094,15024.919657,15111.323759,15438.657703,15613.824593,14290.335657,15390.808782,14410.338827,15362.777764,14180.661854,14275.968796000001,15881.604516,14362.687098,15252.840877,14552.98147,15207.632372,14919.648739,14285.000199,15278.33744,15331.762126,15290.412946,15200.660657,15044.036601,14578.799636,14348.858205,16028.546681,15644.841992,15136.173063,14669.570092,14790.162505,14687.878706,15381.500844,15011.630315,15584.853563,14946.724537,15497.728063,15274.164338,14511.918156,15027.740534,15729.314592,15245.620002,15010.063702,15174.014092,13951.369466,14650.855172,15097.572328,14926.516028,16125.704464,14857.633566,13695.087752,14583.878172,14355.60504,15261.544805,15242.179894,15081.040108,15170.677922,15307.698008,14974.834927,15831.847392,14087.897376,14280.220828,15395.763398000001,15498.384365,15101.122512,15179.751433,14726.669751,15195.057637,14221.68711,14992.652679,15623.274524,15311.693199,15162.185137,15458.95927,15105.09287,15736.189937000001,15348.733311,14876.114450000001,15589.653097,14894.325893,15518.737323,15088.410193,14595.446305,15168.676774,15358.713437,15544.910594,15781.263595,15713.61617,15729.538941,15161.835087,15402.200746,15062.795176,13595.39362,14858.154052,14518.09377,15612.53295,14618.148961
224,14368.066764,14455.015095,15775.580771,15710.970709,15020.587996,15103.187203,15410.426299,15608.803259,14289.585881,15374.959793,14400.070619,15355.350685,14165.328726,14272.866908,15874.177437,14310.020154,15183.697041,14525.328191,15204.283891000001,14917.59005,14214.73214,15212.705825000001,15058.24075,15023.696739,15194.164322,15035.734808,14573.39506,14339.528725,15971.515348,15634.33594,15116.439116,14662.196309,14785.46774,14685.460979,15306.115715,15010.957815,15580.217096,14902.692591,15374.556536,15222.135507,14452.652383,15019.583891,15718.71127,15239.898845,14963.875792,15093.426205,13933.186706,14643.428093,15083.195727,14915.550071,16123.712518,14808.210598,13693.565025,14563.882887,14334.756815,15137.144354,15236.458737,15076.511198,15134.862432,15300.747273,14967.712292,15830.087276,14087.031173,14245.020712,15390.539812,15498.060951,15092.938194,15177.56006,14453.148375,15188.188536,14086.974094,14992.070324,15578.367309,15298.563733,15110.439423,15447.485694,15007.217862,15734.437501,15347.952293,14871.688179,15585.933012,14825.182057,15500.286971,15073.701247,14589.534949,15155.73129,15352.904092,15536.229767,15750.616336000001,15680.533126,15718.556654,15147.879119,15396.391401,15033.663399,13572.642618,14739.312952,14506.226669,15611.441336,14609.706661
225,14366.914437,14453.96495,15767.703138,15695.461277,14987.874442,15049.018043,15409.645281000001,15590.93065,14283.474063,15354.489448,14380.336673,15331.066722,14122.280842,14264.989275,15866.1317,14307.656372,15170.103745,14524.236577,15152.538176,14911.678694,14200.036807,15169.201984,15051.41708,15022.250902,15191.220356,15023.13737,14572.426702,14327.661624,15961.841169,15623.737149,15079.648847,14661.238104,14784.210537,14684.375557,15266.751989,14983.678193,15579.75232,14893.885053,15373.204792,15183.68625,14434.202031,15018.990939,15636.825098,15236.992011,14959.268985,15075.385998,13931.43427,14638.813872,15047.995611,14907.529992,16096.254152,14794.617303,13692.479603,14520.853509,14324.884931,15029.052801,15220.27604,15071.586163,15052.97626,15226.913212,14931.896802,15800.148047,14081.994837,14162.047835,15320.271753,15260.486333,15085.520972,15157.8699,14438.771774,15180.004217,13998.773579,14989.605005,15570.182991,15261.857655,15089.317406,15445.725965,14906.103809,15716.564892,15343.955463,14871.481034,15585.547596,14804.711712,15498.586088,15061.885659,14570.293551,15123.755652,15216.81197,15439.330094,15731.374938,15668.409099,15650.332132,15125.796544,15393.886399,14933.08216,13518.817074,14638.112481,14477.954152,15533.658661,14600.843906
226,14359.348406,14448.053593,15643.302687,15655.036246,14961.036277,15038.511991,15348.898919000001,15578.269879,14280.427445,15353.404026,14374.333351,15255.681594,14104.240635,14257.85003,15827.098213,14280.003093,15165.067409,14473.631664,15066.860658,14836.293566,14156.913201,15167.754444,14999.388249,15021.149038,15189.275590000001,15022.926633,14556.709325,14311.10227,15954.718534,15618.812114,15041.252987,14659.477988,14777.894677,14677.506066,15264.36992,14937.190732000001,15572.629685,14882.902766,15353.939125,15146.980172,14405.970627,15006.866912,15627.705178,15150.499122,14955.855142,15074.530765,13860.200051,14638.606727,15034.866145,14890.349297,16043.58721,14786.687232,13687.553100000001,14509.050057,14324.499515,15021.515559,15216.09821,15069.826434,15036.113063,15217.793292,14926.149844,15778.495004,14073.629249,14122.439959,15255.468626,15168.820568000001,15083.462283,15152.148743,14325.521325,15171.32339,13927.898944,14986.191162,15504.551376,15234.901734000001,15084.710599,15438.188722,14893.840142000001,15651.082718,15340.838802,14869.942811,15570.852263,14801.018209,15469.454311,15032.192482,14552.081928,15111.940063,15209.245939,15437.486487,15730.422627,15667.542895,15644.549511,15087.400684,15382.920442,14666.365954,13468.737778,14637.964052,14462.012573,15530.714695,14593.277875
227,14332.392485,14442.306636,15591.556973,15645.65071,14948.906447,15036.751876,15336.293832,15572.358523,14238.691854,15343.533202,14369.638586000001,15154.567541,14033.547967,14230.391664,15816.132256,14270.131208,15159.08317,14455.759055,15063.269224,14767.505929,14066.743674,15164.344723,14840.771446,15008.203554,15098.641532,15017.015276,14552.185837,14302.800477,15854.137295,15613.447426,14985.196425,14658.903283,14750.615055,14620.787017,15252.896343,14881.395522,15559.023871,14880.381815,15219.226111,15143.286669000001,14335.095991,14997.335915,15360.988971,15145.57262,14950.66918,15052.770529,13856.022222,14631.825421,15027.74351,14887.213999,16031.323543,14715.994564,13591.074414,14507.52733,14223.385462,15018.571593,15214.208237,15047.196023,15023.989036,15188.493645,14882.575416,15744.85482,14067.313389,14115.064509,15244.869835,15144.536605,15069.045597,15140.018913,14316.840498,15134.69514,13887.473913,14946.583285,15487.992022,15233.141618,14904.082319000001,15417.066704,14873.521146000001,15413.508100000001,15302.31651,14816.291962,15556.435577,14747.367361,15468.496106,15020.06265,14551.758515,15109.219248,15205.123025,15418.245091,15661.760076,15590.375572,15632.68241,15074.739913,15339.346014,14664.992569,13440.033666,14608.664405,14412.401115,15523.763959,14496.799187
228,14252.86872,14441.440432,15573.913072,15638.970392,14916.398426,15035.229149,15335.213276,15544.900157,14232.36767,15340.622135,14339.663386,15145.222421,14002.771146,14176.740815000001,15720.125995,14214.167219,15147.216069,14454.561632,15049.052084,14764.092086,14006.559519,15123.282482,14839.233223,14942.57194,14990.549979,15015.07051,14495.154506,14293.680557,15842.007464,15612.489221,14912.372766,14652.899961000001,14750.150279,14556.713223,15235.033163,14870.7922,15552.699687,14872.811829,15190.161819,15115.633389,14328.415672,14994.027358,15268.603465,15140.349034,14893.086892,15041.296953000001,13854.944125,14620.200577,14954.919851,14878.385255,15962.535906000001,14694.341518,13499.408649,14506.03455,14219.798060000001,15009.890766,15185.637163,15028.745674,14994.689389,15183.071206,14879.196153,15716.150708,14054.122212,14102.934679,15233.244991,15111.453561,14921.980383,15139.667114,14239.521563,15133.603527,13884.064191,14924.217229,15454.922303,15153.392917,14837.637374,15406.786912,14872.429533,15332.920213,15298.596425,14758.097948,15536.70163,14718.796288,15454.278966,15005.222122000001,14549.567142,15101.367803,15197.102947,15326.889163,15584.441141,15589.78262,15623.853666,15056.528289,15325.891462,14587.209894,13434.847704,14597.503045,14407.696593,15494.082456,14484.905692
229,14252.294015,14434.301187000001,15569.4868,15602.180124,14818.523418,14982.952659,15328.792676000001,15515.206981,14195.661591,15338.630189,14316.019561,15092.555479,13970.461936,14111.240338,15585.412978,14199.458273,15146.130647,14351.486838,15041.929449,14763.084432,13994.936456,15116.143237,14809.1153,14612.578614,14989.801865,14946.181623,14493.453623,14225.018006,15839.063498,15609.109958000001,14825.879877,14614.377669,14733.287082,14487.824336,15232.886723,14870.595103,15550.194685,14872.030809,15188.639092,15112.226459,14318.841098,14921.203699,15255.148917,15137.302416,14850.039008,15038.180291,13845.513216,14473.135363,14952.537782,14877.187832,15942.087177,14692.451545,13494.801842,14490.525118,14207.904565,14969.939564,15177.08459,15021.179643,14994.2743,15182.360404000001,14875.199323,15706.200056,14033.000193,14101.091072,15226.386922,15109.071494,14877.735104,15130.321994,14226.594724,15132.855413,13856.598186,14850.383168,15448.880997,15141.919341,14810.799209,15406.112638,14854.389326,15330.81972,15298.181336,14711.610487,15389.636413,14666.129346,15350.9702,14767.647504,14545.043654000001,15074.411882,15119.935624,15202.488712,15538.253233,15576.653154,15619.856836,15054.397379,15323.370511000001,14570.346697,13392.519559,14590.075966,14398.681917,15492.47312,14381.830898
230,14251.619741,14391.271809,15567.193839,15500.979653,14814.936016,14971.54744,15317.169613,15512.221985,14161.201231000001,15318.626279,14314.699453,15087.13304,13964.146076,14107.931781,15520.60985,14076.286746,15145.458147,14321.793662,14937.63444,14762.619656,13974.547195000001,15114.5486,14802.246196,14603.047618,14971.59024,14936.507444,14434.351254,14224.666207,15823.121919,15591.069751000001,14824.387097,14548.746054,14729.877361,14472.983809,15230.69535,14868.40373,15499.589772,14863.911864,15172.790103,15102.79555,14229.211327,14915.980113,15246.596344,15116.180397,14774.16156,15031.759691,13739.837409,14453.140078,14950.016831,14876.438056,15903.63792,14636.487556,13492.708958000001,14458.017099,14168.540839,14956.333751,15144.014871,15018.268576,14969.990338,15180.591822,14855.957927,15706.002959,14018.623592,14100.00565,15212.010321,15079.701141,14604.213728,15073.290661000001,14182.349445,15122.303524,13720.506064,14848.438402,15448.288044,15108.836297,14718.413703,15323.139759,14826.050732,15222.728167,15293.27998,14702.595811,15292.73674,14642.448147000001,15320.193379,14758.233332,14520.544683,15037.5378,15119.26135,15195.808394,15534.559729,15558.324636,15610.511715,15053.488903,15280.322628,14569.2686,13387.912752,14562.796344,14329.538081,15476.531541,14352.137722
231,14180.385522,14334.55276,15465.993369,15461.615927,14814.47124,14959.226136,15234.196736,15507.036023,14155.796655,15308.346487,14302.832351000001,15058.068748,13946.502175,14096.308718,15509.44849,14010.786268,15133.656555,14303.766966,14928.826902,14756.295472,13873.346725,15109.80194,14782.050812,14600.901445,14960.504918,14925.955557,14433.382797,14214.067416,15796.530981,15544.582289,14820.441603,14528.55067,14723.197042,14461.358965,15207.014151,14867.051986,15466.506728,14813.306951,15103.901216,15089.604373,14217.737751,14819.973852000001,15203.021917,15112.183567,14705.272673,14988.730314,13699.886208,14435.113382,14925.51786,14864.636464,15834.975369,14633.580723000001,13483.90142,14454.999214,14162.869277,14955.782052,15105.619011,14947.034356,14959.391547,15159.712963,14852.895046,15698.125326,14015.783474,14096.285565,15108.935527,15077.941412,14601.798718,15071.774521,14178.716304,15079.25564,13715.410878,14843.831595,15419.583932,15068.885096,14717.998614,15321.08107,14823.414842,15198.444205,15291.834143,14697.901046,15269.985737,14636.742798,15272.827828,14753.901671,14511.013687,15002.337684,15117.745210000001,15192.823398,15482.283239,15553.795726,15597.131683,15051.78802,15253.043006,14518.663687,13373.536151,14510.519854,14287.80249,15400.654092,14351.302626
232,14167.923704,14328.228576,15455.390047,15455.300067,14779.429693,14934.942173,15144.027209,15497.199235,14147.300931,15278.653311,14292.960467,15019.546456,13880.870561,14091.085132,15438.507749,14010.476605,15126.281105,14302.007237,14898.708978,14754.194979,13868.823237,15083.892173,14708.216751,14598.770535,14946.551997,14922.892676,14412.255451,14210.932118,15723.707322,15532.715188,14817.29335,14488.942794,14716.057797,14405.394977,15205.521371,14844.300985,15307.889926,14803.732376,15100.313814000001,14988.49032,14216.221611,14817.556125000001,14929.500541,15112.088182,14696.875394,14986.366532,13588.395325,14383.367667,14885.092829,14863.190627,15815.241422000001,14629.15445,13441.573275,14415.635488,14146.309923,14881.549171,15100.214435,14946.648940000001,14953.759587,15131.141889,14835.022437,15694.371263000001,14011.147007,14095.430332,15049.833157000001,15074.632854,14598.391788,15068.229661,14175.731307,15072.133005,13711.777737,14835.712651,15406.2039,15068.577062,14655.693220000001,15318.360255,14813.993619,15190.140287,15284.965039,14679.718286,15268.633993,14628.37721,15261.742506,14735.811893,14509.306158,14999.426617,15111.760971,15174.173163,15469.092062,15541.928625,15523.297622,14968.815141000001,15229.361807,14517.755213,13362.062575,14374.427732,14213.968429,15299.453621,14341.465838
233,14159.767061,14327.348318,15444.599148,15453.531485,14767.614104,14661.420797,15083.026969,15432.396107,14108.905071,15273.728276,14263.66082,15013.222272,13866.175228,14010.085573,15409.137396,14003.049526,15022.061741,14293.610402,14874.115236,14752.048539,13749.982137,14960.720646,14706.123867,14597.824412,14827.710897,14837.215157,14172.972948,14205.708532,15707.834216,15507.43905,14754.769343,14486.649833,14715.530272,14402.674162,15199.712026,14800.055706000001,15307.338227,14775.028264,15098.22093,14973.354185,14173.192233,14809.371807,14925.955681,15055.369134,14688.829658,14984.850392,13452.303203,14350.654113,14880.486022000001,14850.405258,15787.588143,14609.913052,13430.411915,14148.91928,14118.832578,14869.926108,14953.149221,14927.383275,14897.040538,15129.790145,14831.268375,15636.177249,13991.456847,14087.310142,15013.204906,15061.503388000001,14559.869497,14962.553854,14148.27294,15018.482157,13652.511964,14826.592732,15404.609263,15065.475174,14652.105818,15314.414761,14784.929327,15135.971127,15283.613294,14673.734047,15256.504161,14620.208758,15226.54239,14717.785197,14508.996495,14923.549168,15102.165808,15164.75194,15445.410863000001,15535.816805,15511.173595,14941.976976,15227.471834,14516.669791,13346.553143000001,14350.143769,14193.579168,15218.454062,14338.437757
234,14158.217719,14323.016657,15344.01791,15445.13465,14728.250378,14640.298779,14892.486405,15391.333866,14108.326505000001,15221.699445,14254.129824,14995.578371,13860.503666,14009.874836,15295.886947,14000.871798,15018.753183,14289.977261,14873.107582,14748.946651,13749.01368,14954.040328000001,14696.738331,14588.961655,14814.256345,14815.454921,14172.026825,14201.094311,15702.881982,15498.216937,14736.729136,14449.775751,14658.811223,14384.462538,15086.461577,14790.726226,15305.49462,14772.852572,15058.857204,14964.988597,14155.548332,14796.242341000001,14921.251159,15048.50003,14650.307367,14952.059289,13432.569257,14322.083039,14877.457941,14821.034905,15779.222555,14576.843333,13429.818963,14141.502058,14090.261504,14869.253608,14953.053836000001,14804.211748,14895.667153,15080.367177,14783.902824,15573.653242,13939.711133,14084.174844,15007.572947,15052.281275,14401.252694,14962.168438,14118.973293000001,14998.163161,13576.634515,14819.055489,15399.244575,15064.566698,14650.590358,15312.713878,14756.225215,15024.480244,15282.778198,14583.564519,15249.553425,14617.223761,15217.422471,14697.589813,14470.474203,14593.555842,15100.718268,15108.95673,15429.901431,15529.832566000001,15491.169686,14924.104367,14960.755627,14512.062984,13342.384096,14337.822465,14191.214501,15200.413855,14279.171985
235,14157.86592,14295.558291,15261.045033,15429.285661,14711.691024,14613.707841,14874.459709,15317.499805,14098.45462,15219.334778,14248.088518,14993.870842,13851.640911,13980.743059,15276.153001,13987.926314,15013.907187,14280.168429,14861.484519,14692.227603,13743.266723,14881.991535,14695.646718,14572.098458,14810.087298,14798.895566,14162.154941,14020.466031,15702.64028,15496.607601,14734.885529,14373.621241,14637.158177,14341.43316,15025.715215,14789.352841,15305.252918,14770.752079,15053.494754,14931.918878,14149.232472,14762.602159,14854.806214,15036.632929,14642.003449,14931.588944000001,13418.975961,14319.171972,14876.356077,14777.987022,15778.548281,14575.083604,13344.141444,14138.122795,14045.354288,14861.233529000001,14942.262937,14786.339139,14820.041246,15080.059143,14775.407101,15567.947895,13934.964473,14083.216639,14997.977784,15042.686112,14368.461591,14947.791837,14110.854348,14985.35317,13542.994331,14812.375171,15398.336101,15007.535367,14626.091388,15305.844387000001,14752.815494,15005.238846,15270.911097,14580.724401,15247.377734,14608.542934000001,15215.662742,14696.637502,14468.008884,14591.138116,15036.644473,15102.087239,15429.704334,15519.041667,15458.860476,14887.398288,14951.181052,14440.828765,13337.957823,14275.298458,14180.93471,15132.189333,14271.744906
236,14156.492535,14265.583091,15247.089065,15428.758135,14707.167536,14612.926823,14799.074581,15306.901014000001,14096.036893,15161.140764,14205.760373,14959.410482,13851.113385,13903.258468,15271.448479,13986.480477,14933.3193,14204.29098,14849.617418,14684.661572,13674.479086,14871.388213,14654.783868,14571.013036,14796.405819,14779.629899,14149.557503,13967.799089,15698.471233,15491.761605,14660.652648,14372.755037,14603.517993,14280.686798,15015.844391,14787.408075,15231.020035,14763.395219,15051.726172,14926.993843,14120.52836,14656.142477,14854.609117,15032.838988,14629.873617,14924.161865,13368.896665,14318.820173,14873.007596,14750.7074,15775.076679,14571.329541000001,13077.425238,14117.000777,14037.58681,14857.84181,14935.311067,14781.278962,14761.847232,15079.466191,14772.290439,15550.075286,13906.3934,14069.263718,14977.507439,14965.201521,14359.965867,14914.708793,14106.240127000001,14977.333092,13507.178841,14715.475498,15394.929171,14994.749998,14514.600505,15225.2565,14742.864842,14891.559246,15206.107968,14579.632788,15238.935434,14597.752034000001,15186.292389,14670.727735,14435.500865,14584.280047,14846.103909,15101.991854,15429.394672,15513.259046000001,15386.036817,14781.722481,14942.318295000001,14440.047745,13332.734237,14254.171112,14178.094592,15131.724555,14261.873021
237,14100.528547,14192.089957,15197.666097,15410.731439000001,14701.420579,14373.64432,14797.559122,15293.126492,14083.431806,15160.337033,14191.807452000001,14947.785638,13843.183312,13880.892413,15194.869682,13915.787809,14880.652356,14177.335059000001,14849.202329,14642.333426,13576.604078,14780.754155,14622.80823,14508.489029,14794.041152,14775.100989,14087.25211,13932.598973,15696.978453,15478.080126,14650.978469,14296.877589,14444.901191,14279.092162,14951.977613000001,14683.188711,15178.743545,14665.520211000001,15044.188929,14811.832842,14115.627004,14641.447144,14853.640660000001,15030.692548,14627.408298,14846.379191,13360.067921,14309.957418,14866.055726,14691.441628,15774.879582,14559.46244,13077.218094,14115.803354,13964.093676,14849.990365,14776.694265,14683.403954,14754.420153,15046.675088,14767.195253,15546.487884,13905.895793,14059.878182,14976.598965,14958.377851,14323.259789,14913.193333,14105.287816,14977.025058,13488.996081,14678.76942,15387.555388,14956.461626,14502.784916,15212.127034000001,14678.061715,14885.51794,15205.799934,14468.141905,15234.411946,14597.263246,15173.346905,14668.262416,14432.48298,14577.599729,14722.932382,15086.142865,15411.066154,15493.993381,15385.156559000001,14738.674598,14937.781038000001,14420.313798,13305.256892,14241.907444,14122.03803,15122.379435,14257.335764
238,14093.389302,14189.249839,15189.529541,15410.524294,14673.943234,14365.460002,14796.457258,15280.812419,14075.130013,15132.871028,14185.998107,14936.592317,13831.05348,13851.52206,15142.840851,13902.658343,14853.175011,14154.969003,14785.335551,14634.031633,13571.758082,14752.415561,14550.759437,14497.08381,14556.466534000001,14762.976962,13999.051595,13851.599414,15696.016721,15377.090848,14644.109365,14287.463417,14440.723361,14274.563252,14937.601012,14676.049466,15170.441752,14648.960857,15018.854591,14736.447714,14044.392785,14612.382852,14845.484017,14793.117929,14626.825943,14831.683858,13355.221925,14305.337311,14856.246894,14690.866923,15720.710422,14453.002761,13075.159405,14047.578832,13952.6201,14766.583696,14774.516538,14673.453302,14753.868454,14973.851429,14766.187599,15469.003293,13900.969290000001,14046.10366,14915.852603,14957.120648,14321.507353,14906.369663,14104.768949,14961.515626,13483.772495,14646.793782,15385.795659,14914.726035,14433.64108,15195.56768,14666.438652,14885.132524,15164.737693000001,14377.507847,15232.896487,14545.517531,15096.179582,14667.092071000001,14395.854730000001,14573.836447,14646.777872,15085.727776,15398.604336,15375.152282000001,15384.106414,14733.312148,14915.030036,14419.898709,13304.682187,14209.19389,14053.813508,15117.953163,14246.736973000001
239,14084.836729,14184.297604,15188.649282,15409.371969,14659.987266,14358.590898,14794.364374,15277.433157,14046.558939,15123.541548,14099.505217,14916.902157,13821.102828,13843.670615000001,15124.814155,13900.55785,14751.974541,14062.583497,14778.477482,14626.604554,13465.298403,14751.457356,14541.930693,14487.96389,14459.566861,14762.024651,13998.699796,13837.917935,15694.256992,15286.45679,14643.101711,14229.269403,14436.726531,14084.022688000001,14926.195793,14673.138399,15159.650853000001,14586.655463000001,15017.408425,14727.225601,14044.182048,14531.383293,14808.855767000001,14696.218256,14600.599745,14825.003539,13346.918007,14297.180668,14845.280936,14615.481795,15720.128067,14451.057995,13060.464072,14042.884067,13943.605424,14756.077644,14748.290339,14660.526460000001,14684.979567,14972.143900000001,14764.664872,15436.495273,13896.264768000001,14045.151349,14856.586831,14956.152191,14315.523114,14830.984535,14091.577773,14954.691956,13461.142084,14643.160641,15377.918026,14903.320816,14428.714578000001,15151.322401,14665.492529,14811.63939,15099.106078,14376.301432,15181.150772,14545.250266000001,14858.604964,14665.033382,14395.303030000001,14571.891681,14645.00929,15084.234996,15386.006898,15325.729314,15377.154544,14726.63183,14914.881607,14377.570564,13291.490097,14155.368346,13952.699455,15087.305904,14206.785771
240,14083.227393,14179.396248000001,15173.13985,15399.950746,14652.109633,14329.220545,14789.41214,15265.631565,13865.930659,15123.334403,14085.911921,14860.183108000001,13820.551128,13835.534059,15121.060092,13785.396848,14740.349697,14055.226637,14760.294722,14624.428863000001,13452.700965,14742.44268,14541.095597,14486.612146,14456.414466,14708.199107,13994.702966,13788.494967,15681.993324000001,15285.199588,14560.128834000001,14211.242707,14397.693043,13979.803324,14918.629762,14662.053077,15093.205908,14585.851732,15013.863565,14723.680741,14038.759609,14498.59219,14739.96688,14690.214934,14599.5496,14812.541721,13341.108662,14278.85215,14844.230791,14605.531143,15718.807959,14316.344979,13057.155514,14036.025998,13924.955189,14727.84624,14688.106185,14659.564728,14672.37448,14970.199134,14685.141107,15434.979813,13891.418772,14034.792571,14842.812309,14937.701842,14291.239152,14830.180804,14032.312,14953.590092,13435.232317,14642.252167,15376.765699,14899.566753000001,14401.061299,15137.547879,14657.335886,14778.925836,15082.546724,14341.101316,15147.51059,14515.55709,14854.884879,14663.941768,14384.14167,14566.965178,14612.501271000001,15045.839136,15383.815525,15287.280057,15325.40883,14622.336821,14828.388717,14317.386408,13261.514897000001,14150.831088,13887.896328,15085.114531,14185.663752
241,14039.723552,14175.399418,15172.178118,15396.559027,14645.285963,14312.661191,14784.792033,15118.566351,13843.564604,15093.64205,14075.121022,14846.501629,13818.843599,13808.254437,15114.109356,13782.710936,14690.926729,14026.655563,14739.495908,14616.244545,13452.028465,14703.409192,14497.971991,14410.033349,14438.770565,14688.203822,13984.196914,13776.180894,15580.879272,15282.06429,14547.468063,14137.408646,14371.783276,13936.228896,14900.603066,14627.592717,15070.454906,14567.979123,15003.991680000001,14696.214736,14027.566288,14498.206774,14735.78905,14673.764685,14599.352503,14804.237803,13332.988472000001,14277.971892,14839.484131,14604.94879,15715.216525,14285.69772,13038.705162,14027.72208,13820.735824,14698.153887,14682.359227,14632.106362,14670.92694,14953.335937,14674.175149,15402.670603,13888.316884,14002.763455,14833.467188,14919.612065,14283.120208,14828.473275,14003.607888,14951.746485,13419.290738,14632.657004,15263.515251,14834.084579,14362.539008,15109.316475,14646.174526,14512.209629,15074.669091,14332.238559,15146.644386,14514.588633,14853.17735,14663.633734000001,14354.448494,14566.217064,14607.964014,15043.203245,15328.020315,15216.405421,15297.070236,14619.871502,14800.911372,14316.531174,13155.055218,14145.468638,13886.698906,15079.304052,14123.358358
242,14011.492148,14162.738647,15145.339953,15377.317629000001,14602.957817,14269.086764,14749.750486,15111.443716,13836.207744,15092.384847,14034.058781,14842.956769,13779.235722,13801.574118,15053.925202,13768.493796,14647.422888,14014.391895,14715.814709,14606.669971,13412.077264,14693.99502,14496.027225,14406.654087,14432.960086000001,14674.74927,13912.962694,13773.134276,15579.269936,15280.072344,14531.958631,14126.323324,14335.155026,13883.952406,14880.28407,14590.802449,15057.849819000001,14552.261747,15003.416975,14689.264,13998.195935,14495.188889000001,14718.925853,14630.190257,14586.161326,14796.117613,13263.844636,14277.389537,14821.033779,14597.531568,15703.413073,14212.204586,13017.577816,13754.200704,13820.238217,14641.434838,14679.519109,14623.93791,14668.241028,14947.630589,14569.955785,15398.244331,13877.764997,13999.923337,14812.668374,14887.582947,14261.998192000001,14805.842864,14000.194045,14951.17178,13387.3151,14627.025044,15260.362856,14830.776022,14361.016281,14986.144948000001,14645.78911,14497.500683,15067.312231,14330.138066,15063.671509,14509.226183,14852.649825,14647.760628,14314.023463,14565.166919,14603.343907,15026.340048,15327.051858,15212.07376,15296.487883,14515.652138,14789.044271,14310.110574,13144.264318,14142.561804,13834.670074,15065.52953,14122.503124
243,13997.810669,14151.333428,15137.769967,15374.812627,14594.653899,14255.312242,14730.060326,15110.695602,13818.563843,15090.892067,14031.694114,14746.950508,13665.985274,13796.827458,15039.708062,13760.927765,14647.327503,13981.308851,14687.110597,14577.299618000001,13385.851066,14691.591471,14495.508358,14373.584368,14418.583485000001,14672.905663,13912.09649,13443.140949999999,15571.852714,15247.763132,14529.66567,13945.695044,14254.155467,13870.82294,14826.624252,14590.417033,15033.256077,14478.427686,14996.466239,14597.908071,13897.614697,14482.591451,14709.351279,14620.595093,14531.992166,14710.440094,13252.878678,14265.26551,14755.402164,14594.895678,15666.538991,14206.421965,13013.408769,13752.142015,13789.590958,14633.037559,14642.728841,14604.696514,14667.776252,14851.624328,14540.262608000001,15396.097891,13876.818874,13999.043079000001,14782.975198,14878.90212,14179.025315,14804.320137,13928.959826,14918.380677,13386.722147,14596.907121,15249.277534,14823.917953,14170.475717,14977.025028,14638.43225,14491.516444,14966.730993,14327.002768,15020.623625,14436.402524000001,14844.481373,14644.368909,14238.146014,14551.48544,14603.076642,15026.098346,15320.182754,15206.4418,15291.881076,14458.620805,14776.914441,14275.650216,13141.116065,14129.616319,13820.452934,15050.393395000001,14115.380489000001
