step,PD
355,17686.61067992
356,17653.56666808
357,17625.65795177
358,17598.72180204
359,17567.98387473
360,17537.90305097
361,17516.58590428
362,17488.51246866
363,17451.83404487
364,17432.9964289
365,17402.5451636
366,17373.294696510002
367,17345.88250663
368,17317.34546672
369,17282.01057058
370,17255.54594661
371,17221.60089389
372,17192.50239592
373,17163.74200492
374,17131.30049636
375,17100.26256493
376,17070.36087704
377,17034.72437277
378,17014.31329862
379,16980.41714577
380,16945.86369168
381,16910.94323759
382,16866.05929998
383,16838.34661627
384,16811.57827587
385,16784.30490241
386,16748.03620031
387,16716.27364637
388,16682.78428649
389,16658.01211627
390,16626.69969239
391,16601.99793825
392,16577.54196334
393,16548.37769306
394,16518.84656492
395,16491.93453496
396,16464.64733255
397,16435.08612757
398,16401.97878453
399,16378.54771377
400,16347.83449231
401,16318.28794295
402,16290.70778249
403,16261.53520546
404,16231.42478579
405,16197.25082891
406,16167.64961465
407,16140.16566446
408,16114.27015557
409,16089.92326755
410,16067.73078331
411,16035.55183441
412,16013.1530509
413,15985.46515969
414,15947.13951045
415,15921.46770304
416,15883.69736159
417,15852.06131464
418,15810.74474734
419,15781.85666059
420,15761.80879561
421,15726.49581895
422,15702.04082667
423,15672.29485762
424,15648.58477429
425,15619.45003432
426,15587.20683393
427,15558.36249699
428,15526.99640922
429,15496.5105742
430,15470.41399151
431,15442.88518291
432,15412.42614229
433,15384.8397701
434,15355.91639435
435,15331.31615742
436,15305.17672531
437,15274.03434568
438,15248.15672675
439,15219.79881643
440,15187.63932431
441,15152.858425549999
442,15122.97808105
443,15099.07993351
444,15065.29784926
445,15033.19401049
446,15002.04118009
447,14972.73969676
448,14943.45607694
449,14913.94376457
450,14885.14096732
451,14850.20079159
452,14826.71390556
453,14794.11566614
454,14763.33709839
455,14732.78812938
456,14699.791288209999
457,14668.31144055
458,14625.62716883
459,14597.61201059
460,14560.82816557
461,14531.81686538
462,14499.17324156
463,14473.46677842
464,14442.20635619
465,14405.47163088
466,14372.58784114
467,14345.57572214
468,14318.42627553
469,14294.87839151
470,14252.9856604
471,14216.08937048
472,14185.58844136
473,14152.76448435
474,14111.71171065
475,14070.35439108
476,14032.01968156
477,14000.85630285
478,13970.9018764
479,13939.47107917
480,13913.94047312
481,13883.89817206
482,13850.41668335
483,13819.74889223
484,13794.61496013
485,13770.57162905
486,13744.5883822
487,13716.53947207
488,13685.97559987
489,13658.53467126
490,13629.4237904
491,13599.592839680001
492,13567.01687986
493,13532.33962604
494,13504.81406059
495,13469.05448723
496,13437.95078055
497,13408.76338478
498,13375.41046944
499,13347.40414779
500,13311.99230013
501,13285.38056509
502,13253.31042266
503,13220.8424981
504,13192.55064161
505,13166.50151059
506,13136.54171198
507,13096.62730808
508,13059.25890731
509,13026.86618525
510,12997.73010544
511,12962.19346677
512,12927.34558097
513,12891.21686399
514,12860.02954977
515,12823.78396631
516,12790.39211096
517,12760.63600915
518,12730.41907334
519,12701.52420296
520,12658.04307466
521,12630.70456403
522,12598.79760807
523,12570.61516643
524,12532.44449522
525,12500.01631974
526,12472.54793651
527,12442.42355873
528,12401.81403589
529,12368.43897231
530,12335.96366005
531,12298.383057519999
532,12262.42758202
533,12224.19565004
534,12188.92690504
535,12158.53900704
536,12126.6964259
537,12095.37958018
538,12063.31429328
539,12014.14331513
540,11974.50547562
541,11926.57371239
542,11887.03444914
543,11848.08492938
544,11820.34992198
545,11789.91134694
546,11755.4494108
547,11719.91072077
548,11684.79710674
549,11651.03177266
550,11625.779995
551,11589.11338272
552,11552.71528694
553,11524.61184474
554,11485.01089454
555,11451.25430098
556,11411.71542918
557,11382.1390238
558,11354.33035546
559,11321.12053092
560,11287.81121672
561,11257.89800019
562,11229.1686878
563,11181.729985940001
564,11141.81208336
565,11114.95305349
566,11069.87483738
567,11034.1222804
568,10995.53134939
569,10966.97756643
570,10928.57977184
571,10889.03194418
572,10849.76279073
573,10811.5886728
574,10773.253993
575,10760.93992
576,10710.860624
577,10686.576662
578,10611.23209561
579,10539.188283
580,10486.911793
581,10475.929506
582,10467.809939
583,10459.690372
584,10358.576319
585,10354.5764004
586,10350.230801
587,10341.833966
588,10338.242532
589,10328.39162928
590,10319.70915846
591,10310.339863
592,10296.186064
593,10286.755154
594,10268.54353
595,10266.397356
596,10184.484145499999
597,10102.570935
598,10078.53541072
599,10051.34507119
600,10026.83417
601,9996.29286702
602,9970.00447344
603,9947.30055424
604,9919.53301347
605,9894.497025
606,9820.917553160001
607,9742.05662045
608,9650.754506
609,9641.159342
610,9626.464009
611,9619.78096123
612,9613.286032
613,9600.476041
614,9492.82616117
615,9386.912438
616,9316.037803
617,9296.303857
618,9237.75525635
619,9176.70742751
620,9119.58207682
621,9078.970221309999
622,9031.33885932
623,8983.45582943
624,8932.78900797
625,8886.78992743
626,8820.157857
627,8814.231773
628,8730.568101
629,8695.248021
630,8636.145651
631,8595.68446574
632,8553.37234891
633,8502.47788482
634,8453.81726954
635,8397.837636
636,8386.12587
637,8349.178475499999
638,8311.20078732
639,8274.720991
640,8255.78833895
641,8235.73464339
642,8214.4446852
643,8193.94008543
644,8173.46329174
645,8153.4714603600005
646,8134.337217
647,8120.1200770000005
648,8042.07900234
649,7965.475045
650,7943.87706302
651,7924.76265755
652,7905.98855157
653,7886.15134767
654,7865.863853
655,7862.456923
656,7825.58284
657,7823.650335
658,7803.68829086
659,7780.15105982
660,7757.640847
661,7693.22959897
662,7639.70774465
663,7582.969975
664,7568.593375
665,7504.80022092
666,7428.77337954
667,7372.95827519
668,7305.10736316
669,7255.91506685
670,7193.01007582
671,7100.91293966
672,7043.76477964
673,6969.19715138
674,6915.64285075
675,6833.374685
676,6828.738219
677,6825.898101
678,6824.12952
679,6754.60373908
680,6687.073398
681,6676.660521
682,6674.908084
683,6651.112901
684,6629.70015291
685,6606.43656273
686,6576.38709999
687,6551.19627265
688,6521.7546059
689,6496.172722
690,6491.529899
691,6472.203309
692,6442.085385
693,6323.244285
694,6297.99422407
695,6263.84321667
696,6226.9590698
697,6193.35037634
698,6159.55835407
699,6119.968016
700,6082.55523359
701,6044.77465709
702,6001.9969606
703,5957.62327608
704,5917.83312391
705,5873.875405
706,5866.36414
707,5859.241505
708,5842.423712
709,5839.7378
710,5816.08614918
711,5785.1361842100005
712,5757.85998756
713,5730.04085736
714,5704.48001061
715,5679.32501808
716,5650.03077731
717,5624.2739866
718,5598.23878418
719,5575.51438199
720,5545.301892
721,5515.0751835500005
722,5487.975804
723,5464.331979
724,5447.48042824
725,5431.89362316
726,5417.57512256
727,5401.851635
728,5338.24268249
729,5266.791446
730,5224.645546
731,5179.95499787
732,5128.72675792
733,5075.77874633
734,5023.65840774
735,4975.34137964
736,4928.21424105
737,4875.12677432
738,4820.06518919
739,4766.71828207
740,4715.84356896
741,4659.32272094
742,4605.01960631
743,4549.04375891
744,4490.449381
745,4400.988443
746,4283.453705
747,4219.964912
748,4132.00142341
749,4046.58357662
750,3962.43366386
751,3872.25623719
752,3783.5762898899998
753,3695.58959535
754,3608.86815818
755,3525.08182215
756,3433.3135538
757,3349.43551395
758,3264.46504791
759,3178.82747845
760,3094.97048632
761,3007.730376
762,2947.546222
763,2840.550826
764,2775.37480348
765,2709.0629285500004
766,2643.80483258
767,2581.256717
768,2461.26331234
769,2343.23601142
770,2196.08276289
771,2060.24855365
772,1917.82886743
773,1737.3667720800001
774,1605.0495513600001
775,1449.17193062
776,1300.76611647
777,1124.95970627
778,969.87403082
779,811.9103666
780,626.30227755
781,399.49302715000005
782,199.74651365
783,0
